No.,Title ,Content,Language
32,Nearly 300km Sabah’s coast under assault,"ACCORDING to Department of Irrigation and Drainage (DID), some 295.5km of Sabah’s 1,743km coastline is in danger of being lost to the sea. 
Among these, 12.8km have been classified as critical (Category 1), 3.5km as significant (Category 2), and 279.2km as acceptable (Category 3).
This was based on the National Coastal Erosion Study in 1985 conducted by the Federal Government to classify and mitigate erosion-prone areas.
Recognising the threats, the National Coastal Erosion Council requested the Federal Economic Planning Unit (EPU) in 1995 to develop guidelines for erosion control in development projects. 
This led to the formulation of the “Guidelines on Erosion Control for Development Projects in the Coastal Zone”, which received Federal Cabinet approval on January 29, 1997, for implementation.
The Sabah Government prioritises minimising negative environmental impacts from marine reclamation projects while ensuring socioeconomic benefits within a sustainable framework. 
To achieve this, the Sabah Environment, Tourism Development, Science and Technology Ministry, in collaboration with DID and the Town and Regional Planning Department (TRPD), implemented an overarching Shoreline Management Plan (SMP). 
This plan designates areas for development and conservation along the West Coast, stretching from Ambong Bay in the North to Menggalong River in the South.
To further standardise environmental safeguards, Terms of Reference (TOR) for Detailed Environmental Impact Assessment for Marine Reclamation were formulated to ensure Environmental Impact Assessment (EIA) compliance for marine reclamation project approvals.
Additionally, supporting TORs for Environmental Monitoring and Management of Marine Reclamation projects provide guidelines for sustainable coastal development.
DID Sabah works closely with its Federal counterpart, for the planning and designing of coastal erosion control, river mouth improvement works and the cleaning of recreational beaches as well as collection and dissemination of data related to coastal engineering. DID Malaysia, with co-ordination from DID Sabah, has carried out three feasibility study projects by consultant for three areas namely Tinagat-Batu Puyong near Tawau, Tungku near Lahad Datu and Tanjong Aru-Kinarut coastal zone near Kota Kinabalu which are classified as Catergory 1 in Sabah.
DID Sabah is also working closely with other government departments/agencies involved in coastal zone management. 
Meanwhile, Malaysian Association of Environmental Health Secretary Rudiaswady Abdul Rahim in January 2024 raised concerns over the ongoing coastal erosion affecting Malaysia, particularly in Sabah and Sarawak. 
Overall, Malaysia’s 8,840km coastline faces significant challenges, with 1,347.6km affected by erosion and 431.3km classified as critical and significant.
Given that the data originates from 2015, Rudiaswady highlighted the urgent need for updated assessments. “We lack insights into the current state of coastal erosion.
But one thing is certain, it is deeply concerning that we may be losing our beautiful beaches,” he warned.
He urged the Government to conduct a comprehensive survey on coastal erosion and implement a holistic strategy incorporating nature-based solutions, hybrid strategies, early warning systems and investments in nature-based infrastructure to mitigate further damage.
Jellyfish blooms linked to climate change
CLIMATE change has altered the distribution patterns of sea turtles in Sabah, primarily due to rising sea temperatures, shifting ocean currents and habitat loss. 
Dr Madihah said recent observations in Sabah suggest possible shifts in hawksbill turtle nesting sites.
“For many years, hawksbills have primarily nested on Pulau Gulisaan in Turtle Islands Park (Sulu Sea). However, a hawksbill turtle with flipper tags from Turtle Islands Park was recently recorded nesting in Semporna (Celebes Sea). This raises important questions about whether some turtles are beginning to explore alternative nesting beaches. 
“This may be linked to habitat degradation, as severe erosion has impacted the main hawksbill nesting site in Turtle Islands Park, potentially forcing turtles to seek new nesting grounds,” she said.  
On a global scale, she said shifting nesting sites have already been documented as a response to climate change. Warmer temperatures are pushing certain species, such as leatherbacks, further north, and some nesting seasons are expanding. 
While extensive long-term monitoring is needed to confirm similar trends in Sabah, these local and global shifts highlight the need for conservation strategies to protect potential new nesting areas and enhance resilience against climate-driven habitat changes.
“There has also been an increase in the sighting and frequency of mass jellyfish blooms in Sabah’s waters, which could be an indicator of climate change,” she added.  Dr Madihah also noted changes in the composition, abundance and size of fish species in commercial landings, as evidenced by the Annual Fisheries Statistics (published by Sabah Fisheries Department) and personal field observations since the late 1990s. 
This ecological shift is known as “mesopredator release” where mesopredator populations increase due to the decline of apex predators, particularly large sharks and groupers.  
However, she explained that shifts in the distribution of key marine species due to climate change are not yet particularly evident. The dominant coral species in Sabah, Acropora and Porites, continue to thrive despite environmental changes, demonstrating their resilience compared to other more vulnerable species.  
Asked about the implications for local fisheries and communities dependent on these resources, Dr Madihah highlighted the impact of jellyfish blooms.  
“Jellyfish feed on plankton, including commercial fish larvae, which can lead to a decline in certain fishery stocks. Additionally, jellyfish blooms can clog fishing gear, causing operational challenges for fishermen. Their increasing frequency also affects marine tourism, particularly activities such as snorkelling and diving,” she explained.  
Despite these environmental changes, she emphasised that ongoing conservation efforts have led to an increase in Sabah’s sea turtle populations. As a result, their shifting distribution and climate-related changes do not yet have significant direct implications for local fisheries and communities. 
Tropical storms now lash Sabah
TROPICAL Storm Greg devastated the State in 1996, affecting over 17,000 people and destroying nearly 5,000 houses. While the direct marine impacts were not well documented at the time, Dr Madihah said “heavy rainfall and flooding likely contributed to increased sedimentation and pollution in coastal waters, harming marine habitats.”
Similarly, Tropical Storm Hilda in 1999 caused widespread flooding and landslides, particularly along the West Coast. Like Tropical Storm Greg, the heavy rainfall would have increased runoff into coastal areas, potentially harming marine habitats. 
“Rising sea levels and storms due to climate change is leading to more frequent and intense storms, which, combined with rising sea levels, exacerbate coastal erosion and threaten marine ecosystems in Sabah.” 
Countering fish catch decline
SABAH’S fishing communities are facing increasing challenges as fish population declines due to climate change, habitat degradation and overfishing. Experts warn that commercial reef fish such as grouper and snapper are becoming scarcer, particularly in non-protected reef areas.
“Based on information we get from the local fishing community, commercial reef fishes like grouper and snapper are reducing,” said Dr Madihah. 
The response has been to target ‘less favourable’ species. 
“For example, species that used to be not fish for food are now available in the fish market. These communities are finding alternative livelihoods to adapt to declining seagrass health.”
The Fisheries Department is implementing management strategies, including regulating fishing activities. One such is using satellite assistance called iivms to track shoals. 
More high biodiversity and ecological important areas would also be identified and gazetted as marine parks to regulated human activities and reduce impact to marine habitats and ecosystem services. 
“The establishment of Marine Protected Areas (MPAs) Sabah also allow seagrass and other marine life to recover.”",en
33,Students get insight on climate change,"Forty students gathered at the Rainforest Discovery Centre (RDC) in Sepilok for the Youth Camp on Climate Change 2025, held from April 30 to May 2.
The three-day camp, sponsored by the state’s Youth and Sports Ministry, was organised by the Sabah Forestry Department.
It brought together participants aged 17 to 25 from Universiti Malaysia Sabah, Politeknik Sandakan, Kolej Komuniti Sandakan, Kolej Vokasional Sandakan II and Kolej Komuniti Lahad Datu.
Participants were divided into smaller groups and assigned different climate-related topics, which they later presented during the final session of the camp. Youth and Sports Minister Datuk Ellron Angin said the ministry greatly appreciates the initiative in organising the meaningful camp.
“When we were informed that 40 youth from diverse backgrounds and areas of study would gather at the Rainforest Discovery Centre to explore the issue of climate change, we were confident that such programmes deserve our attention and support.
“Your presence here shows that Malaysian youth, especially in Sabah, are not only eager to gain knowledge but also ready to take concrete steps in addressing this challenge,” he said, represented by the Ministry’s Deputy Permanent Secretary Mary Paul Mijong Dagul.
In line with this hands-on approach, the camp included workshops conducted in collaboration with Sabah Environmental Education Network (Seen) partners such as the Sabah Wildlife Department and Bornean Sun Bear Conservation Centre (BSBCC).
Sabah Forestry Department Chief Conservator of Forests Datuk Frederick Kugan said it is hoped that the Youth Camp on Climate Change would serve as a catalyst for more climate-themed initiatives in the future, with the involvement of youth from all over Sabah.
He said it is truly impressive to learn that most of the participants in this camp are not from scientific backgrounds but are passionate to learn and understand climate change issues.
“We believe that the youth, as the heirs of the future, need to be given space to understand and be involved in efforts to address this issue.
“Climate change is not just an issue for experts but a concern that needs to be understood by everyone,” Frederick said, represented by Head of Forest Research Centre Dr Arthur Chung.
Participants were divided into smaller groups and assigned different climate-related topics, which they presented during the final session of the camp.",en
34,Pan Borneo poses threat to the Tawai forest reserve,"TOUTED as a game-changer, environmentalists and conservationists have raised serious concerns about the Pan Borneo Highway project’s potential impact such as plans to cut across the biodiversity-rich Tawai Forest Reserve on the East Coast.
A recent seminar by the Sabah Forestry Department, titled “Defining Tawai: Ecological Integrity Meets Social Values”, underscored the significance of the Tawai Forest Reserve as a crucial component of Sabah’s natural heritage. 
One of the key issues discussed was the Highway cutting through Ruku Ruku Valley – an ecologically sensitive area within the reserve and plea to the State Government to consider an alternative route.
Commenting on the issue, Frederick emphasised the risks of habitat fragmentation that would be caused by the highway.
“The Pan Borneo Highway’s route through Ruku Ruku Valley threatens vital wildlife habitats, endangering species that depend on large, connected landscapes, such as the Bornean elephant and the critically endangered Bornean peacock pheasant,” he said.
Experts fear the fragmentation could also escalate human-wildlife conflicts, disrupt key wildlife corridors and diminish the genetic diversity of species within the reserve. 
Concerns were also raised about increasing encroachment and plantation expansion by quarters seizing advantage of the situation.",en
35,Why SDG13 matters to Sabah Electricity,"Climate change isn’t a distant idea anymore. It is here, and it’s already reshaping how we live and work. 
When people talk about climate change, they often picture melting ice caps or rising sea levels in faraway places. But for us at Sabah Electricity, the effects of climate change are not distant or theoretical but they are right here, on our land, impacting our grid, damaging our infrastructure, and threatening our ability to serve the people of Sabah. 
That’s why we take Sustainable Development Goal (SDG13) dedicated to Climate Action seriously. Not because it’s trendy, or because we have to, but because we’ve seen what happens when nature strikes and we aren’t prepared.
The truth is, we need climate action not as a slogan, but as a survival strategy.
Over the past year alone, we’ve experienced first-hand how natural disasters can paralyze the electricity supply in Sabah. Remember the landslide in Kampung
Nabutan? That wasn’t just a normal landslide as it occurred right near the 275kV transmission towers that are part of the backbone of our grid. 
These towers connect the west coast and east coast of Sabah, carrying roughly 200 megawatts of electricity every day. If they had fallen, the entire east coast could have plunged into darkness. 
That’s not just a technical issue but also a disruption to homes, schools, clinics, and factories. That’s the real-world consequence of not acting fast enough to protect our infrastructure from the shifting earth beneath our feet.
The condition of those towers became very critical. There was no village nearby, no people around to help, just deep forest and unstable soil. And yet, 30 of our Sabah Electricity staff, 30 from TNB, and 20 contractors went deep into those high-risk areas to prevent collapse.
They knew the stakes. They knew that for every bolt tightened, every reinforcement made, they were protecting the daily lives of thousands across Sabah.
And what about the disaster in Tenom? On 31 October 2022, the Tenom Pangi Hydro Power Station, one of Sabah’s key sources of renewable energy was hit by a massive landslide and mud flood. Three turbines were damaged. We lost 66 megawatts of generation capacity overnight. 
That’s clean energy gone. That’s a dent in our generation portfolio. That’s power we could not deliver to the people. And again, nature didn’t wait for us to be ready. It came in full force.
These are not rare events anymore. They are becoming more frequent, more intense, and costlier. Toppled electric poles, broken distribution lines, flooded substations. Every time something like this happens, it puts our system under stress.
 And every time our system is under stress, the people of Sabah feel it, whether it’s in the form of a blackout, load shedding, or delayed restoration works. This is why SDG13 matters to us, not as a formality, but as a foundation of power stability and asset protection.
Here in this company, we see SDG13 as a lifeline. When we talk about “green initiatives,” we’re not just talking about planting trees or cutting carbon, we’re talking about investing in infrastructure that survives, about building systems that bend but don’t break, and about planning for a future where power is reliable, even in the face of floods, storms, and landslides.
These things are not luxuries, they’re necessities.
That’s why for us, SDG13 Climate Action isn’t just about protecting the environment. It’s about protecting our assets, our power system, and the lives and livelihoods of the people who count on us every day.
It’s easy to overlook how much the power grid depends on the land around it staying still and predictable. But the earth is moving, the rains are heavier, the storms are stronger. And Sabah’s geography, while beautiful, makes us even more vulnerable.
That’s why SESB isn’t sitting on the side-lines. We’re reinforcing our towers, upgrading our monitoring systems, and doing everything we can to build resilience into our grid.
But beyond the technical work, we also see the need to shift mindsets—ours, our partners’, and the public’s. Climate change isn’t just the responsibility of scientists and NGOs. It’s everyone’s problem. 
And in our case, it’s directly linked to whether homes have light, hospitals have power, and industries keep moving. If we want to keep the lights on, we have to care about the earth we’re standing on.
So yes, Sabah Electricity supports SDG13. Fully. Not because someone told us to, but because we’ve seen what happens when we don’t. The path forward means embracing sustainability in real, practical ways, not only for the environment but for the future of electricity in Sabah.",en
36,Sabah’s sustainable palm oil vision: Leading way for people and planet,"This regular op-ed column features WWF-Malaysia’s perspectives on pressing environmental issues and events unfolding in Sabah. As an environmental conservation NGO, we also use this space to share our views on potential policy shifts that Sabah’s leaders can implement to foster a greener and more sustainable future for the state.

Oil palm was first introduced to Malaya as an ornamental plant before 1875. Commercial planting began in 1917 in Selangor, and large-scale expansion of palm oil in Sabah took off in the 1970s. Throughout the country, the expansion was part of the government’s diversification strategy to reduce its reliance on rubber and timber. The Federal Land Development Authority (FELDA) and plantation companies were tasked to drive this expansion.
In Sabah, companies such as Sabah Softwoods Berhad started their first oil palm planting in the early 1980s. By 1998, the development of oil palm had reached more than 800,000 hectares. The industry has since grown to be a major economic force in the state. In 2023, Sabah became the largest crude palm oil (CPO) producing state in Malaysia, producing 4.5 million tonnes of crude palm oil (CPO) out of 1.5 million hectares of plantation area.

While generating economic revenue, the development of the palm oil industry has impacted Sabah’s rich biodiversity. In just over 15 years, between 2002 and 2017, land clearing and conversion of forest for palm oil production have reduced the population of orangutans by 30%. Recognising this, Sabah has shifted towards sustainability by emphasising the need for development to be amply balanced by biodiversity conservation. Rather than seeing the need for development and biodiversity conservation as conflicting priorities, Sabah has charted a bold path that unites them, showing that it is possible to protect forests and wildlife while cultivating prosperity. By embracing sustainability at scale, the state is emerging as a global leader in producing palm oil that works for both people and the planet.

Sabah has proven that palm oil production does not have to come at the expense of the environment. In fact, it can be a solution. The future lies not in choosing between forests or farms, but in making them work together.",en
37,Guardian of the rainforest’s biodiversity,"Sabah is a beacon of biodiversity, located within one of the mega-biodiversity hotspots in the world. It is the extraordinary diversity of habitats from mountain top to ocean deep that harbours such a vast wealth of flora and fauna. The flora of Sabah is one of the most notable natural features. The world’s tallest tropical tree, Richetia faguetiana, is found in Sabah, measuring 100.8 m in height. The world’s largest pitcher plant, Nepenthes rajah, is also found in Sabah. New species are still being discovered, such as Nepenthes pongoides, which was only discovered last year. Sabah is also home to about 10% of the world’s orchids and three species of the world’s largest flowers, Rafflesia. With the top three highest peaks in Malaysia and Borneo, the montane forests house many rare, interesting and endemic species. The natural ecosystems of Sabah support a vast diversity of wildlife. It is home to the iconic orang-utan, proboscis monkey, tembadau, pygmy elephant, sun bear, various interesting birds and a myriad of insects. Achieving SFM has been one of the main agendas of Sabah Forestry Department (SFD). As emphasized by the Chief Conservator of Forests, Datuk Frederick Kugan, biodiversity conservation is an important component in SFM in protecting the forest resources. Some notable milestones have been achieved, such as the establishment of Totally Protected Areas (TPAs), the Heart of Borneo (HoB) Initiative, the designation and management of the Lower Kinabatangan-Segama Wetlands (LKSW) as a Ramsar site, mangrove forest management and restoration, forest monitoring and enforcement, and forestry research in biodiversity conservation.",en
38,"Sabah’s extraordinary natural treasures to be preserved for next 1,000 years","Sabah Parks remains steadfast in its mission to preserve the state’s extraordinary natural treasures for the next 1,000 years, said Tourism, Culture, and Environment Minister Datuk Seri Panglima Christina Liew.

Liew said that through fostering local community partnerships, advancing green technology, and strengthening international collaborations, Sabah continues to lead the way in sustainable conservation, ensuring harmony between its people and nature for generations to come.

Speaking at Sabah Parks Diamond Jubilee celebration today, Liew said that it has achieved numerous milestones that cement its place as a leader in environmental conservation.

The Key Achievements in Conservation and Global Recognition included Bilateral Cooperation for Turtle Conservation, Crocker Range Biosphere Reserve recognized as a UNESCO Biosphere Reserve on June 12, 2014, hosting the 2nd IUCN Asia Parks Congress

In 2022, UNESCO Global Geopark Status for Kinabalu Geopark in 2023 marking Sabah’s third UNESCO recognition.

This accolade established Sabah as one of only three locations worldwide to achieve the “UNESCO Triple Crown” status, symbolizing its commitment to conserving natural heritage for future generations.

On December 7, 2024, Sabah Parks received the Chief Minister’s Special Award, recognizing its role as a global leader in conservation, sustainability, and community development, Liew added.

“As Sabah Parks celebrates 60 years of dedicated service, it oversees nine state parks featuring 24 recreational zones and nine control posts. Looking ahead, four areas are proposed for gazettement namely Darvel Bay, Lahad Datu, Mengalum Island, Kota Kinabalu, Mantanani Waters, Kota Belud and the Mamut Former Mining Area, Ranau,” she disclosed.

These initiatives align with Malaysia’s commitment to the Convention on Biological Diversity (CBD) and the Kunming-Montreal Global Biodiversity Framework (GBF), particularly the 30×30 target to protect 30% of the nation’s biodiversity areas by 2030.

Present at the event were chairman of Sabah Parks, Peter Lintar, director of Sabah Parks, Dr Maklarin Lakim, Ranau District Officer Tinus Manggam, and Sabapak Eco Sdn Bhd CEO Remysta Taylor.",en
39,DaMaI Rainforest Programme boosts conservation awareness in Sabah’s ‘Lost World’,"Efforts to strengthen awareness and local community involvement in the conservation of Sabah’s natural heritage have been successfully intensified through the implementation of the DaMaI Rainforest Landscape Awareness Programme, held from May 21 to 23 at the iconic Maliau Basin Conservation Area in Maliau Basin, often referred to as ‘The Lost World of Sabah’. The programme was organised through a strategic collaboration under a Memorandum of Understanding between the Yayasan Sabah Group and the Sabah Environmental Trust (SET).

The ceremony was officiated by the Assistant Minister of Industrial Development and Entrepreneurship Sabah cum Member of Parliament for Kalabakan, Datuk Andi Muhammad Suryady Haji Bandy.

Also in attendance were the Nabawan District Officer, Marshal Anthony, Sook District Officer Caroline Benjamin Jiungan and the Group Manager of the Conservation and Environmental Management Division, Dr Waidi Sinun, who represented the director of Yayasan Sabah.

The programme’s primary objective is to enhance public understanding of the ecological significance of the DaMaI Rainforest Landscape and its potential to be recognised as a UNESCO World Heritage Site. More than just an informative effort, the programme seeks to actively empower local communities to protect this biologically rich and invaluable natural heritage.

In addition, the programme helps promote the DaMaI Initiative to advance conservation efforts within the conservation areas under the purview of the Yayasan Sabah Group.

A total of 88 participants took part in the programme, comprising representatives from state government agencies, non-governmental organisations (NGOs), staff of the Yayasan Sabah Group, and community leaders from the districts of Kalabakan, Nabawan, Sapulut, Tawau, and Sook.

This reflects the ongoing commitment to strengthening community collaboration in conservation efforts under the DaMaI Initiative.

Yayasan Sabah Group remains steadfast in its commitment to cultivating a deep appreciation for the environment while empowering communities to play a pivotal role in advancing conservation efforts across Sabah.

The Maliau Basin, with its unparalleled beauty and ecological significance, not only embodies the state’s rich natural heritage but also serves as a powerful symbol of hope.

It is a reminder that this invaluable natural legacy can be safeguarded and passed on to future generations through collective awareness, collaboration, and unwavering commitment.",en
40,Empowering coastal communities for climate resilience and conservation,"The Sabah Community Environmental Leadership Camp (CELC) 2025, themed “Resilience Community & Ecosystems – Climate Change Adaptation”, has successfully concluded after an intensive eight-day program designed to empower 36 grassroots community leaders from 18 community-based organisation or coastal and island villages across Malaysia to lead for a change in their community.

Participants from Semporna, Tawau, Kunak, Lahad Datu, Sandakan, Kinabatangan, Kota Belud and Kudat, along with representatives from Redang and Tioman Islands in Peninsular Malaysia, underwent training to enhance their awareness of the climate change crisis affecting their homelands.

In addition to increasing their understanding of the issue, they also participated in brainstorming sessions to identify key challenges and develop potential solutions. The camp was officially inaugurated by the Assistant District Officer of Semporna, Hj Abdul Azis bin Abd Bool emphasized the crucial role of coastal communities in environmental stewardship.

“Climate change has a direct impact on the sea, and those living in coastal and island communities are the first to face its challenges. Hence, our coastal and island communities are on the frontlines of environmental change. Their leadership needs to be strengthened, there needs to be knowledge-sharing among them, and they need to be empowered to take action towards sustainable solutions. I am happy that the camp provides that and proud to see passionate individuals coming together to make a difference,” he said during the event.

Organized by Green Semporna and Reef Check Malaysia, with the support of Youth Environment Living Lab (YELL) and DHI Malaysia, the boot camp brought together experienced and well-known speakers from various institutions and organizations. These experts delivered insightful sessions on coastal and marine conservation, climate resilience, community leadership, and sustainable livelihood development. The camp also featured interactive activities to foster collaboration and hands-on learning.

This program includes community sharing, the impact of climate change on the environment and marine species, as well as the importance of conservation and resource management. There are sessions on community empowerment through economic initiatives, leadership, youth advocacy, and gender equality.

Participants are also introduced to resource mapping, art as a medium for advocacy, and digital communication. Interactive activities include simulation meetings, climate film production, IKLIM Got Talent, and conservation actions in Mabul.

The program concludes with project pitching where participants pitched their ideas to win the Sabah CELC Mini Grant 2025.

“The Sabah CELC is more than just a training camp – it’s a movement. We are empowering local champions with the skills, knowledge and networks they need to drive change within their communities. By supporting grassroots conservation efforts, we are creating a ripple effect for lasting impact,” said Adzmin Fatta, Program Lead for Sabah CELC 2025 & Programme Manager at Reef Check Malaysia.

One common challenge addressed by the participating communities is beach erosion caused by rising sea levels. This issue has severely impacted several coastal areas, leading to the destruction of numerous homes. Additionally, saltwater intrusion has made well water and groundwater increasingly saline, further affecting daily life and resources.

A key camp activity is Climate Action Day, a full-day citizen science event on Mabul Island. Participants work in groups to conduct seagrass monitoring, beach profiling, and water quality monitoring, while also engaging in coral reef restoration and community climate-stories filmmaking. This hands-on experience helps them develop practical skills to document and address environmental issues in their communities. It also deepens their appreciation for nature and raises awareness of the urgent threats posed by climate change.

“We need to integrate scientific knowledge with local wisdom to create effective, community-driven climate adaptation initiatives. This camp provides an excellent platform for such collaboration,” said Profesor Madya Ts. Dr. Ejria Saleh from Universiti Malaysia Sabah, who was one of the speakers during the camp.

“We can see the multi-fold benefits of initiatives like the CELC project; creating the opportunity for coastal communities to access leadership training and mini-grants facilitates building skills, confidence and resilience of the community to adapt to climate and environmental threats, but other emerging challenges,” said Lim Su Jin, Youth Environmental Living Labs Coordinator.

As part of the program’s commitment to long-term impact, 11 mini grants worth RM2,000 each were awarded to 11 winning teams during a project pitching session.

These grants will fund community-led conservation initiatives ranging from citizen science to livelihood projects to be implemented from April to August 2025.

“Grassroots leadership is at the heart of environmental conservation. It is inspiring to see these dedicated individuals taking ownership of their natural resources and working towards sustainable solutions,” said Nurasikin Jajim, the programme coordinator for Green Semporna.

“This camp has given me valuable skills and confidence to lead environmental initiatives back in my village. The connections I made here will help me strengthen community efforts in conservation,” said Abdul Rasyid, a participant from Selakan Island.

“I have gained so much from this experience – from project planning to advocacy skills. I look forward to implementing my ideas and inspiring others in my community,” said Intan Baljana, a participant from Kudat.

The Sabah Community Environmental Leadership Camp 2025 marks a crucial step in strengthening grassroots conservation leadership in Malaysia’s coastal regions. By equipping participants with knowledge, resources and networks, the initiative is fostering a new generation of community leaders dedicated to marine conservation and climate action.",en
41,Sabah aims to turn elephants from nuisance to tourism treasure,"Tourism, Culture and Environment Minister Datuk Seri Christina Liew wants the perception of elephants being seen as a source of conflict and nuisance to be shifted to being recognised as an asset for the state’s tourism, environment and heritage.

Accordong to her, Sabah is home to the smallest elephant in the world, a species found nowhere else on Earth.

“While this unique trait makes them a valuable tourism asset, their existence is increasingly threatened by habitat loss and human-wildlife conflict.

“Today, as we gather to discuss and develop strategies for their conservation, we have an opportunity to ensure that future generations will continue to witness these gentle giants roaming our forests,” she said at the launch of the Captive Elephant Management Plan and Bornean Elephant Conservation Symposium on Wednesday.

“I believe the discussions being held in this symposium are vital in shaping the future of Bornean elephants. We need to strike a delicate balance — one that allows for both the welfare of our people in Sabah and the conservation of elephants to co-exist in harmony.

“We must aim for solutions where both communities and elephants benefit. We have seen successful examples of turning environmental challenges into opportunities.

“The transformation of sea turtle egg collection into a thriving hatchery-based tourism product is a prime example. Can we do the same for elephants? Can we shift the perception of elephants from being seen as a source of conflict and nuisance to being recognised as an asset to our tourism, environment and heritage?” she asked.

The reality is that human-elephant conflict exists. However Liew said instead of seeing it as a burden, all parties must explore ways to turn this challenge into a positive impact for local communities.

She added community-based conservation, ecotourism initiatives and compensation schemes are some avenues worth exploring.

“At the same time, we must strengthen enforcement to protect our elephants. Poaching and illegal killings must be met with strict prosecution to deter future offences.

“Snare traps, the ‘silent killer’ of our wildlife, must also be eradicated. This requires increased patrolling, active removal of traps, and harsher penalties for offenders.

“Only through decisive action and unwavering commitment can we ensure true protection for our wildlife, not just for Bornean elephant,” she added.

Liew also said that the Captive Elephant Management Plan represents a significant step forward in improving the standards of elephant care in Sabah. It is also one of the key outputs of the Bornean Elephant Action Plan, reinforcing commitment to ensure best ex-situ practices for elephant management and long-term conservation efforts.

“Our goal is clear — we want our captive facilities, such as the Bornean Elephant Sanctuary and Lok Kawi Wildlife Park, to be recognised internationally as centres of excellence.

“These facilities provide a haven for elephants that cannot be immediately released into the wild while also supporting rehabilitation and eventual reintroduction, particularly at the Bornean Elephant Sanctuary.

“They play a vital role in conservation education, research, and sustainable tourism. Proper training, resources, and recognition for elephant keeper are essential to their work.

“Investing in better infrastructure will enhance elephant welfare and elevate the tourism experience. A well-managed sanctuary and captive elephant centre will strengthen conservation efforts while boosting Sabah’s tourism appeal, attracting visitors eager to support ethical wildlife conservation,” she said.

With the implementation of the Captive Elephant Management Plan and the insights gained from this symposium, Liew is confident that Sabah’s efforts in Bornean elephant conservation will be taken to new heights.

By working together — government bodies, conservationists, NGOs and local communities, Liew believed all relevent parties can create a model of conservation that will be recognised internationally.

“Let this moment serve as a commitment that we will not allow the Bornean elephant to be pushed toward extinction. Instead, let us pledge to protect, preserve and co-exist with these magnificent creatures for generations to come,” she concluded.

Also present at the event were the Ministry’s Permanent Secretary Datuk Josie Lai; director of the Sabah Wildlife Department, Mohd Soffian Abu Bakar; Elephant Conservation Lead, Oregon Zoo, Dr Sharon S. Gleaser and president of Malaysian Association of Zoological Parks and Aquaria (MAZPA), Dr Kevin Lazarus.",en
